keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,0.011111111,-0.26,1,0,0,3.395,square_button,1,2.095,,0,0,0,8,1,1.3,images/target_square.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
,0,0.017777778,-0.284444444,1,0,0,2.263,square_button,1,0.763,,0,1,1,2,1,1.5,images/target_square.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
,0,-0.237777778,-0.246666667,1,0,0,2.433,cross_button,1,1.133,,0,2,2,3,1,1.3,images/target_cross.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
,0,0.245555556,-0.294444444,1,0,0,2.282,plus_button,1,0.782,,0,3,3,4,1,1.5,images/target_plus.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
,0,-0.155555556,-0.238888889,1,0,0,2.183,cross_button,0,0.883,,0,4,4,1,1,1.3,images/target_plus.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,,,,,,,,,,,,
v,1,,,,,,,,,0.489,,0,5,5,5,1,1.1,images/target_square.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,1.589,,,,,,,,,,,
c,1,,,,,,,,,0.687,,0,6,6,6,1,1.5,images/target_cross.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,2.187,,,,,,,,,,,
c,1,,,,,,,,,0.755,,0,7,7,0,1,1.1,images/target_cross.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,1.855,,,,,,,,,,,
b,1,,,,,,,,,0.621,,0,8,8,7,1,1.1,images/target_plus.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,1.721,,,,,,,,,,,
v,0,,,,,,,,,1.057,,,,,,,1.1,images/target_plus.jpg,1,001,2022-09-10_19h23.38.311,choiceRTT,2021.2.3,MacIntel,62.5,2.157,,0.016666667,-0.273333333,1,0,0,0,0,0,7,1
