participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,moveOnKeys.duration,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.015403917,-0.243177083,1,0,0,2.2404,square_button,0,1.1404,space,2.4475,,0,0,0,0,1,1.1,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.225083076,-0.237909139,1,0,0,3.3712,plus_button,1,2.2712,space,1.7291,,0,1,1,7,1,1.1,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.213366089,-0.234721883,1,0,0,3.0466,cross_button,1,1.5466,space,1.3272,,0,2,2,6,1,1.5,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.03919359,-0.224470961,1,0,0,2.343,square_button,1,1.043,,,,0,3,3,8,1,1.3,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.032430013,-0.239781562,1,0,0,2.2416,square_button,1,0.7416,space,0.9879,,0,4,4,2,1,1.5,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.005295681,-0.200961304,1,0,0,2.1194,square_button,1,1.0194,,,,0,5,5,5,1,1.1,images/target_square.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.231989068,-0.258221029,1,0,0,2.4982,cross_button,1,1.1982,space,0.9396,,0,6,6,3,1,1.3,images/target_cross.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.000460883,-0.223683268,1,0,0,2.4241,square_button,0,0.9241,space,1.0659,,0,7,7,4,1,1.5,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.226233317,-0.229990913,1,0,0,2.5267,plus_button,1,1.2267,space,0.6781,,0,8,8,1,1,1.3,images/target_plus.jpg,,,,,,,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,,,,,,,,,,,,,,,,,,,,,,0.022727932,-0.249811198,1,0,0,,,,,
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.150963067,-0.228678453,1,0,0,2.543,cross_button,1,1.043,,,,,,,,,1.5,images/target_cross.jpg,,,,,,,0,0,0,6,1
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.198704495,-0.237410889,1,0,0,0.5763,cross_button,0,-0.5237,,,,,,,,,1.1,images/target_plus.jpg,,,,,,,0,1,1,7,1
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.231603326,-0.23805603,1,0,0,2.5888,plus_button,1,1.0888,,,,,,,,,1.5,images/target_plus.jpg,,,,,,,0,2,2,4,1
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,0.218664754,-0.297499051,1,0,0,2.1737,plus_button,1,0.8737,,,,,,,,,1.3,images/target_plus.jpg,,,,,,,0,3,3,1,1
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.063988919,-0.244659288,1,0,0,2.3465,square_button,1,1.0465,,,,,,,,,1.3,images/target_square.jpg,,,,,,,0,4,4,8,1
,001,2024-02-15_16h42.18.339,choiceRTT,2023.1.3,MacIntel,61.34969325,,0,-0.186457587,-0.251601495,1,0,0,2.651,cross_button,1,1.551,,,,,,,,,1.1,images/target_cross.jpg,,,,,,,0,5,5,0,1
