keyResp.keys,keyResp.corr,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,correctMouseResp,trialRespTimes,moveOnKeys.keys,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,keyResp.rt,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
,0,-0.191071429,-0.258035714,1,0,0,3.029,cross_button,0,1.529,,0,0,0,4,1,1.5,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.216964286,-0.264285714,1,0,0,12.531,plus_button,0,11.431,,0,1,1,0,1,1.1,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
v,1,,,,,,,,,1.392,,0,2,2,8,1,1.3,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,2.692,,,,,,,,,,,
,0,-0.184821429,-0.266964286,1,0,0,6.284,cross_button,1,4.784,,0,3,3,6,1,1.5,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.228571429,-0.245535714,1,0,0,2.848,plus_button,1,1.548,,0,4,4,1,1,1.3,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.016964286,-0.28125,1,0,0,2.016,square_button,1,0.916,,0,5,5,5,1,1.1,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.016964286,-0.28125,1,0,0,2.233,square_button,1,0.733,,0,6,6,2,1,1.5,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,-0.176785714,-0.25625,1,0,0,2.567,cross_button,1,1.267,,0,7,7,3,1,1.3,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.209821429,-0.250892857,1,0,0,2.015,plus_button,1,0.915,,0,8,8,7,1,1.1,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,,,,,
,0,0.214285714,-0.272321429,1,0,0,2.49,plus_button,1,1.39,,,,,,,1.1,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,0.074107143,-0.272321429,1,0,0,0,0,0,7,1
,0,0.209821429,-0.249107143,1,0,0,2.799,plus_button,1,1.299,,,,,,,1.5,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,1,1,4,1
,0,-0.184821429,-0.260714286,1,0,0,2.434,cross_button,1,1.334,,,,,,,1.1,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,2,2,0,1
,0,-0.011607143,-0.25,1,0,0,1.999,square_button,1,0.899,,,,,,,1.1,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,3,3,5,1
,0,-0.186607143,-0.25625,1,0,0,2.532,cross_button,1,1.232,,,,,,,1.3,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,4,4,3,1
,0,-0.016071429,-0.261607143,1,0,0,2.416,square_button,1,0.916,,,,,,,1.5,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,5,5,2,1
,0,0.25625,-0.222321429,1,0,0,2.299,plus_button,1,0.999,,,,,,,1.3,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,6,6,1,1
,0,0.05625,-0.255357143,1,0,0,2.015,square_button,1,0.715,,,,,,,1.3,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,7,7,8,1
,0,-0.144642857,-0.2375,1,0,0,2.766,cross_button,1,1.266,,,,,,,1.5,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,0,8,8,6,1
,0,-0.033928571,-0.233035714,1,0,0,1.765,square_button,1,0.665,,,,,,,1.1,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,0,9,5,1
,0,-0.200892857,-0.250892857,1,0,0,2.515,cross_button,1,1.015,,,,,,,1.5,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,1,10,6,1
,0,0.001785714,-0.257142857,1,0,0,2.15,square_button,1,0.65,,,,,,,1.5,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,2,11,2,1
,0,0.2,-0.247321429,1,0,0,2.583,plus_button,1,1.083,,,,,,,1.5,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,3,12,4,1
,0,0.364285714,-0.247321429,1,0,0,2.85,plus_button,1,1.55,,,,,,,1.3,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,4,13,1,1
,0,0.1625,-0.265178571,1,0,0,2.666,plus_button,1,1.566,,,,,,,1.1,images/target_plus.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,5,14,7,1
,0,0.070535714,-0.266964286,1,0,0,2.132,square_button,1,0.832,,,,,,,1.3,images/target_square.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,6,15,8,1
,0,-0.171428571,-0.277678571,1,0,0,2.382,cross_button,1,1.282,,,,,,,1.1,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,7,16,0,1
,0,-0.203571429,-0.273214286,1,0,0,2.265,cross_button,1,0.965,,,,,,,1.3,images/target_cross.jpg,Roger,001,2022-11-24_12h18.07.416,choiceRTT,2021.2.3,MacIntel,63.69426752,,,,,,,,1,8,17,3,1
